,row,col,StemTag,frac,Feb_B02,Feb_B03,Feb_B04,Feb_B05,Feb_B06,Feb_B07,Feb_B08,Feb_B8A,Feb_B11,Feb_B12,Mar_B02,Mar_B03,Mar_B04,Mar_B05,Mar_B06,Mar_B07,Mar_B08,Mar_B8A,Mar_B11,Mar_B12,Jun_B02,Jun_B03,Jun_B04,Jun_B05,Jun_B06,Jun_B07,Jun_B08,Jun_B8A,Jun_B11,Jun_B12,Jul_B02,Jul_B03,Jul_B04,Jul_B05,Jul_B06,Jul_B07,Jul_B08,Jul_B8A,Jul_B11,Jul_B12,Aug_B02,Aug_B03,Aug_B04,Aug_B05,Aug_B06,Aug_B07,Aug_B08,Aug_B8A,Aug_B11,Aug_B12,Sep_B02,Sep_B03,Sep_B04,Sep_B05,Sep_B06,Sep_B07,Sep_B08,Sep_B8A,Sep_B11,Sep_B12,Oct_B02,Oct_B03,Oct_B04,Oct_B05,Oct_B06,Oct_B07,Oct_B08,Oct_B8A,Oct_B11,Oct_B12,Nov_B02,Nov_B03,Nov_B04,Nov_B05,Nov_B06,Nov_B07,Nov_B08,Nov_B8A,Nov_B11,Nov_B12,status,BBD,BLD,year,crown_intact,crown_living,FAD,Apr_B02,Apr_B03,Apr_B04,Apr_B05,Apr_B06,Apr_B07,Apr_B08,Apr_B8A,Apr_B11,Apr_B12,Dec_B02,Dec_B03,Dec_B04,Dec_B05,Dec_B06,Dec_B07,Dec_B08,Dec_B8A,Dec_B11,Dec_B12,Jan_B02,Jan_B03,Jan_B04,Jan_B05,Jan_B06,Jan_B07,Jan_B08,Jan_B8A,Jan_B11,Jan_B12,May_B02,May_B03,May_B04,May_B05,May_B06,May_B07,May_B08,May_B8A,May_B11,May_B12
26,25,59,321651,8.831854535609743,0.0274,0.0475,0.0548,0.0812,0.1642,0.187,0.2249,0.2143,0.1107,0.0714,0.0242,0.0456,0.0408,0.0806,0.1559,0.1748,0.2098,0.1994,0.1577,0.09,0.0285,0.0593,0.0243,0.0951,0.3159,0.3774,0.381,0.3952,0.1781,0.0762,0.1637,0.1427,0.0997,0.1361,0.2886,0.3458,0.3472,0.3594,0.1775,0.0776,0.0265,0.0394,0.02,0.0666,0.2279,0.2829,0.2867,0.3028,0.1587,0.067,0.0338,0.0485,0.0265,0.0746,0.2191,0.2677,0.2717,0.2867,0.151,0.0646,0.0155,0.0319,0.0337,0.0722,0.1363,0.1573,0.1675,0.1837,0.14,0.0738,0.0188,0.0305,0.0311,0.0616,0.1044,0.1224,0.1273,0.1486,0.1346,0.0783,AU,1.0,0.0,2021,100.0,98.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,25,60,321651,0.5661311677403029,1e-04,0.0172,0.0249,0.0739,0.1561,0.1771,0.1852,0.2057,0.1081,0.0694,0.0212,0.0342,0.0337,0.0777,0.1531,0.1705,0.183,0.1957,0.1533,0.0874,0.0263,0.0552,0.0219,0.0953,0.3209,0.3883,0.4084,0.4084,0.1796,0.0762,0.1612,0.143,0.097,0.1352,0.2915,0.3495,0.3542,0.3641,0.1793,0.0779,0.0275,0.0404,0.0193,0.0674,0.2357,0.2924,0.3004,0.3119,0.1611,0.0677,0.0327,0.0469,0.026,0.0758,0.2252,0.2774,0.27,0.2992,0.1542,0.0652,0.0137,0.0319,0.0329,0.0738,0.1429,0.1678,0.1751,0.1938,0.1428,0.074,0.0147,0.0286,0.0314,0.0636,0.1078,0.125,0.1377,0.1549,0.137,0.0792,AU,1.0,0.0,2021,100.0,98.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,25,54,301364,21.33723768032618,0.0002,0.0255,0.026,0.0708,0.1477,0.1754,0.2169,0.2129,0.0984,0.0605,0.0188,0.0359,0.0299,0.0703,0.1386,0.1632,0.1952,0.1896,0.1317,0.0738,0.0288,0.0539,0.026,0.0884,0.2555,0.3179,0.3299,0.3324,0.1625,0.0729,0.1686,0.1498,0.1023,0.1373,0.2846,0.3319,0.3414,0.3444,0.166,0.074,0.027,0.0409,0.0224,0.0672,0.2099,0.2588,0.2788,0.2783,0.1464,0.0637,0.0365,0.0475,0.028,0.0723,0.1929,0.2434,0.2485,0.2606,0.1371,0.0597,0.013,0.0309,0.0221,0.0552,0.1242,0.1369,0.1635,0.152,0.1097,0.0568,,,,,,,,,,,A,0.0,0.0,2021,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,25,55,301364,17.803380967090963,0.0018,0.034,0.0312,0.0701,0.1511,0.1759,0.2051,0.2075,0.105,0.0655,0.0207,0.0401,0.0323,0.0737,0.1461,0.166,0.1898,0.1932,0.1401,0.0782,0.0298,0.0555,0.0252,0.0906,0.2728,0.3423,0.3653,0.3517,0.1658,0.0733,0.1681,0.1479,0.1006,0.1362,0.2848,0.3394,0.3479,0.3509,0.1691,0.0749,0.0272,0.0434,0.0227,0.0664,0.2174,0.272,0.288,0.2786,0.1492,0.0638,0.0367,0.0492,0.0282,0.0717,0.2027,0.2481,0.2577,0.2618,0.1388,0.0612,0.0131,0.0295,0.0249,0.0573,0.1241,0.1393,0.1566,0.1623,0.1151,0.0594,0.0139,0.0208,0.0217,0.0465,0.0867,0.0936,0.0926,0.1151,0.1039,0.0625,A,0.0,0.0,2021,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,26,54,301364,10.74443472988746,0.002,0.0328,0.0289,0.0785,0.1743,0.2042,0.277,0.2299,0.1087,0.066,0.0209,0.0466,0.0341,0.0791,0.1628,0.1873,0.25,0.2106,0.1431,0.0778,0.0308,0.0606,0.0292,0.0922,0.2681,0.3248,0.3416,0.3415,0.1634,0.0717,0.1714,0.1507,0.1018,0.1392,0.2858,0.3327,0.3432,0.3447,0.1674,0.0738,0.0304,0.0481,0.0254,0.0697,0.2166,0.2655,0.2858,0.2824,0.1499,0.0642,0.0376,0.0551,0.0301,0.0762,0.2049,0.2497,0.2556,0.2695,0.141,0.0616,0.0158,0.0421,0.0267,0.0627,0.1388,0.1605,0.2089,0.1803,0.1205,0.0609,,,,,,,,,,,A,0.0,0.0,2021,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,26,55,301364,4.81744384564656,0.0027,0.0378,0.0334,0.0765,0.1682,0.1935,0.2424,0.2206,0.113,0.0699,0.022,0.0459,0.0351,0.0798,0.161,0.1805,0.222,0.2076,0.1503,0.0825,0.0317,0.0628,0.0273,0.094,0.2849,0.3486,0.3667,0.3618,0.1671,0.0726,0.1701,0.1481,0.1007,0.1375,0.2859,0.3399,0.3519,0.3543,0.1718,0.0753,0.029,0.045,0.0239,0.0685,0.2229,0.2781,0.2872,0.2931,0.1543,0.0655,0.0377,0.0539,0.0303,0.0743,0.2117,0.2566,0.2679,0.2741,0.1441,0.0629,0.0146,0.0381,0.0272,0.0642,0.1409,0.1664,0.2121,0.1853,0.1245,0.0622,0.0157,0.0288,0.0275,0.0546,0.1031,0.1178,0.1362,0.139,0.1146,0.0671,A,0.0,0.0,2021,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,14,51,281585,10.568374975196337,0.0263,0.0506,0.0582,0.1072,0.2064,0.2308,0.2616,0.2611,0.1121,0.0724,0.0261,0.043,0.0442,0.088,0.1722,0.1962,0.2197,0.2224,0.1709,0.0975,0.0274,0.0562,0.0235,0.0927,0.3139,0.3792,0.4043,0.3977,0.1722,0.0728,0.163,0.1419,0.0964,0.1342,0.2952,0.3594,0.375,0.3748,0.1787,0.0762,0.0283,0.0451,0.0235,0.0685,0.2394,0.2984,0.3251,0.3231,0.1604,0.0663,0.036,0.0528,0.0282,0.0742,0.2299,0.2821,0.3025,0.3044,0.1526,0.065,0.0173,0.0444,0.0361,0.0816,0.1801,0.2071,0.2604,0.2334,0.1378,0.0678,0.0177,0.0336,0.0405,0.0673,0.1275,0.1509,0.178,0.1766,0.1269,0.0712,AU,1.0,0.0,2021,100.0,100.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,14,52,281585,7.389977327545337,,,,,,,,,,,0.0266,0.0439,0.0431,0.0874,0.1679,0.1965,0.2293,0.221,0.1693,0.0964,0.0281,0.058,0.0244,0.0929,0.3067,0.3672,0.3795,0.3888,0.1727,0.0739,0.1605,0.1418,0.0979,0.1341,0.2903,0.3507,0.3526,0.3678,0.177,0.0772,0.0281,0.0434,0.0233,0.0684,0.2315,0.2877,0.2978,0.3143,0.1583,0.0661,0.0354,0.0511,0.0278,0.0734,0.2191,0.2733,0.2758,0.2928,0.1497,0.0635,0.0166,0.0337,0.0312,0.0703,0.1499,0.1772,0.1943,0.2049,0.1307,0.0672,0.0188,0.0322,0.0345,0.0628,0.1161,0.1376,0.1513,0.1613,0.1204,0.0688,AU,1.0,0.0,2021,100.0,100.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,15,51,281585,4.060216400612821,0.0811,0.1046,0.103,0.13,0.2303,0.2514,0.3149,0.2807,0.1118,0.0739,0.0274,0.0477,0.0515,0.0917,0.1744,0.1986,0.2353,0.2271,0.1807,0.1039,0.027,0.0563,0.023,0.0941,0.3221,0.3867,0.3944,0.4039,0.173,0.0734,0.1596,0.1407,0.0956,0.1331,0.2989,0.3631,0.3734,0.3789,0.1816,0.0774,0.0271,0.0417,0.0227,0.067,0.2422,0.3024,0.3153,0.3253,0.1629,0.0671,0.0341,0.0494,0.0276,0.0738,0.2316,0.2877,0.2888,0.31,0.1562,0.0666,0.0143,0.0396,0.0329,0.0856,0.1897,0.2244,0.2482,0.2514,0.1431,0.0682,0.0189,0.0362,0.0475,0.0757,0.135,0.1592,0.1956,0.1909,0.1368,0.0764,AU,1.0,0.0,2021,100.0,100.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,15,52,281585,0.04077154311016536,0.0805,0.099,0.1069,0.1425,0.2389,0.2557,0.3058,0.2824,0.1099,0.0731,0.0298,0.049,0.0543,0.0933,0.1732,0.2023,0.2382,0.2268,0.1815,0.104,0.0267,0.0547,0.0225,0.093,0.3093,0.3694,0.3734,0.3896,0.1713,0.0734,0.1568,0.1404,0.0959,0.1323,0.2923,0.3503,0.3494,0.3676,0.178,0.0774,0.0269,0.0388,0.0216,0.0659,0.2314,0.2877,0.2885,0.3139,0.1585,0.0662,0.0332,0.0467,0.0262,0.0725,0.217,0.2756,0.2654,0.2961,0.1514,0.0642,0.0137,0.0337,0.0283,0.0741,0.1637,0.1998,0.2064,0.2257,0.1331,0.0652,0.0186,0.0335,0.0403,0.0705,0.1257,0.1495,0.1723,0.1768,0.1287,0.0724,AU,1.0,0.0,2021,100.0,100.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,37,211039,0.3872283186895035,1e-04,0.0067,0.0056,0.0519,0.1523,0.1748,0.2003,0.2034,0.0835,0.0434,0.0146,0.0362,0.0223,0.0715,0.1713,0.1925,0.2191,0.2106,0.1115,0.0549,0.0309,0.0625,0.0299,0.099,0.2672,0.3098,0.3079,0.3346,0.1505,0.0664,0.1588,0.1412,0.0974,0.1326,0.2639,0.3062,0.301,0.3225,0.1551,0.0687,0.0289,0.0448,0.0246,0.0684,0.1901,0.2285,0.2231,0.2555,0.1364,0.0565,0.0331,0.0486,0.0268,0.0731,0.1803,0.2241,0.2027,0.2347,0.1282,0.0559,0.0124,0.0308,0.0175,0.0626,0.1452,0.1652,0.1758,0.1856,0.1082,0.0497,0.0114,0.0289,0.0199,0.0532,0.1169,0.1344,0.1485,0.1537,0.0969,0.0482,DS,0.0,0.0,2021,93.0,0.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,38,211039,32.943356183011915,1e-04,0.0107,0.0066,0.0537,0.1547,0.1806,0.1955,0.205,0.0855,0.0451,0.0144,0.0356,0.0226,0.0716,0.1711,0.1942,0.2084,0.213,0.1138,0.056,0.0308,0.0627,0.0301,0.098,0.2717,0.3197,0.3043,0.3438,0.1521,0.0665,0.1589,0.1407,0.0973,0.1324,0.2671,0.3125,0.3064,0.3273,0.1576,0.0691,0.0285,0.0429,0.0238,0.0696,0.2014,0.2432,0.2395,0.2655,0.1393,0.058,0.0328,0.0468,0.0265,0.0742,0.1929,0.2343,0.2201,0.2504,0.1315,0.057,0.0127,0.0334,0.0204,0.067,0.1537,0.172,0.1864,0.1939,0.1123,0.0518,0.0117,0.0291,0.0221,0.0559,0.118,0.1351,0.1514,0.1571,0.1001,0.0499,DS,0.0,0.0,2021,93.0,0.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1,39,211039,1.2022276544361075,1e-04,0.0095,0.0097,0.0552,0.157,0.1869,0.1904,0.2062,0.0878,0.047,0.014,0.0339,0.0234,0.0719,0.1703,0.1957,0.2006,0.2155,0.1163,0.0574,0.0274,0.0589,0.0267,0.0969,0.2774,0.331,0.3344,0.3542,0.154,0.0666,0.1584,0.1395,0.0962,0.1321,0.2708,0.3195,0.3277,0.3328,0.1602,0.0694,0.0274,0.0424,0.0219,0.0709,0.2144,0.2597,0.2735,0.2765,0.1424,0.0594,0.0325,0.0475,0.0255,0.0753,0.2067,0.245,0.255,0.2679,0.1351,0.0582,0.0134,0.0369,0.0245,0.0716,0.1626,0.1789,0.2044,0.2022,0.1166,0.0539,0.0138,0.0296,0.0248,0.0586,0.119,0.1361,0.1551,0.1607,0.1033,0.0516,DS,0.0,0.0,2021,93.0,0.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2,37,211039,0.30501566575310796,1e-04,0.0052,0.0057,0.0528,0.1535,0.1778,0.1919,0.2024,0.0832,0.0433,0.0147,0.0337,0.0218,0.0698,0.1697,0.1908,0.2123,0.2104,0.1123,0.0551,0.0297,0.0603,0.0284,0.0986,0.2654,0.3017,0.3052,0.3317,0.1504,0.0663,0.1598,0.1416,0.0978,0.1319,0.2621,0.2997,0.2969,0.3192,0.1535,0.0678,0.0289,0.0435,0.0237,0.0676,0.1859,0.2218,0.2198,0.25,0.1354,0.0556,0.0318,0.0464,0.0263,0.0727,0.173,0.2201,0.1988,0.2301,0.1267,0.0551,0.0116,0.0277,0.0165,0.0572,0.1318,0.1554,0.1535,0.1735,0.1042,0.0471,0.0098,0.0257,0.0163,0.0491,0.1093,0.1278,0.1358,0.1465,0.0911,0.0456,DS,0.0,0.0,2021,93.0,0.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2,38,211039,35.650920749249735,1e-04,0.0072,0.0063,0.0551,0.156,0.1817,0.2067,0.2018,0.0844,0.0444,0.0141,0.0353,0.0223,0.0693,0.1705,0.193,0.214,0.2114,0.1134,0.0557,0.0311,0.0603,0.0296,0.0979,0.2676,0.3135,0.2962,0.3426,0.1522,0.0667,0.1601,0.1415,0.0968,0.1317,0.2653,0.3069,0.2979,0.3234,0.1569,0.0689,0.0292,0.0429,0.0236,0.0693,0.1976,0.2383,0.2324,0.2613,0.1384,0.0578,0.0325,0.0483,0.0263,0.074,0.1877,0.232,0.2123,0.2479,0.1306,0.0565,0.0116,0.0302,0.0181,0.0627,0.145,0.1638,0.1625,0.1825,0.1086,0.0503,0.0112,0.0245,0.0178,0.0528,0.1105,0.1271,0.1322,0.1486,0.0956,0.0479,DS,0.0,0.0,2021,93.0,0.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2,39,211039,0.31133360423274037,1e-04,0.0082,0.0083,0.0574,0.1586,0.1857,0.2094,0.2013,0.0857,0.0455,0.014,0.0355,0.0225,0.0688,0.171,0.1952,0.214,0.2123,0.1147,0.0565,0.029,0.0594,0.0275,0.0971,0.2698,0.3259,0.3223,0.3539,0.1541,0.0671,0.1595,0.1411,0.0966,0.1315,0.2687,0.3142,0.3188,0.3278,0.1604,0.0699,0.0278,0.0431,0.023,0.071,0.2096,0.2555,0.2543,0.2726,0.1414,0.06,0.0331,0.0489,0.0261,0.0752,0.203,0.2441,0.2357,0.2664,0.1346,0.0579,0.0121,0.0342,0.021,0.0683,0.1578,0.1717,0.1831,0.1913,0.1129,0.0534,0.0128,0.0259,0.0203,0.0563,0.1115,0.1256,0.1348,0.1502,0.1,0.0503,DS,0.0,0.0,2021,93.0,0.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,32,181617,18.853303617270484,,,,,,,,,,,0.0282,0.0452,0.0461,0.0814,0.1534,0.1753,0.2066,0.2033,0.159,0.0907,0.0253,0.0604,0.0217,0.0973,0.3213,0.3829,0.4043,0.4026,0.1653,0.0689,0.1559,0.1377,0.0942,0.1311,0.2889,0.3493,0.3607,0.3664,0.1708,0.0715,0.0267,0.0433,0.0204,0.0713,0.2442,0.3003,0.3335,0.3198,0.1554,0.0613,0.0318,0.0503,0.0238,0.0764,0.2258,0.2811,0.2966,0.2972,0.1433,0.0596,0.0175,0.0425,0.0446,0.0828,0.1625,0.1881,0.2288,0.2153,0.1416,0.0714,0.018,0.0335,0.0344,0.0644,0.1164,0.1374,0.1561,0.1638,0.1238,0.0686,A,0.0,0.0,2021,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,8,32,181617,0.2341652650489791,0.0813,0.111,0.1108,0.1703,0.2607,0.278,0.3039,0.2997,0.116,0.0768,0.0247,0.0437,0.0452,0.0866,0.1538,0.1761,0.2029,0.2035,0.1671,0.0969,0.0247,0.059,0.0211,0.097,0.3264,0.3903,0.4053,0.4116,0.1686,0.0699,0.1565,0.1382,0.0946,0.1317,0.2926,0.354,0.367,0.3731,0.1732,0.0726,0.0276,0.0434,0.0201,0.0733,0.2521,0.3105,0.3341,0.3314,0.1589,0.0624,0.0318,0.0502,0.0244,0.079,0.2336,0.2909,0.2997,0.3074,0.1464,0.0604,0.0195,0.0456,0.045,0.0865,0.1651,0.193,0.2267,0.2223,0.152,0.078,0.0219,0.0365,0.0369,0.0674,0.1219,0.1428,0.1695,0.1702,0.1321,0.0749,A,0.0,0.0,2021,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,9,34,191166,12.503828768148226,,,,,,,,,,,0.0281,0.0467,0.046,0.0945,0.1594,0.1842,0.211,0.2094,0.164,0.0946,0.0278,0.0591,0.0235,0.0998,0.3305,0.3979,0.3919,0.4171,0.1723,0.0715,0.1592,0.1407,0.0954,0.1352,0.2962,0.362,0.3603,0.3774,0.1754,0.0736,0.0277,0.0469,0.0218,0.0829,0.2642,0.323,0.3198,0.3441,0.159,0.065,0.0325,0.0531,0.027,0.088,0.2499,0.2951,0.2917,0.3224,0.1495,0.062,0.0191,0.0439,0.0391,0.0904,0.1736,0.1966,0.2361,0.2285,0.1585,0.0845,0.0169,0.0362,0.0327,0.0721,0.1409,0.1664,0.1868,0.1884,0.135,0.0766,AU,1.0,0.0,2021,90.0,85.0,"R,W,F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,9,35,191166,0.4128235324712337,,,,,,,,,,,0.0272,0.048,0.0438,0.0961,0.1632,0.1872,0.2238,0.2144,0.1634,0.0941,0.031,0.064,0.027,0.1019,0.3296,0.3947,0.3762,0.4122,0.1732,0.0726,0.1628,0.1429,0.0978,0.1367,0.2972,0.3613,0.3584,0.3771,0.1762,0.0743,0.0307,0.0526,0.0245,0.0841,0.2628,0.3198,0.3308,0.3428,0.1595,0.0658,0.035,0.0557,0.0289,0.0893,0.2501,0.2928,0.2985,0.3207,0.1505,0.0631,0.0212,0.044,0.0441,0.0908,0.175,0.1974,0.2468,0.2295,0.1578,0.0835,0.0169,0.0362,0.0317,0.0728,0.1434,0.169,0.193,0.1908,0.1339,0.075,AU,1.0,0.0,2021,90.0,85.0,"R,W,F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,8,36,201050,3.428217632397183,0.0775,0.0989,0.1088,0.1608,0.2626,0.2897,0.3248,0.3078,0.1136,0.0715,0.0285,0.0459,0.0461,0.0892,0.1689,0.1902,0.2209,0.2206,0.1607,0.0883,0.0279,0.0607,0.025,0.0991,0.3247,0.3772,0.3993,0.3975,0.1704,0.0727,0.1607,0.1438,0.0984,0.1359,0.2945,0.3504,0.3669,0.3719,0.1743,0.0743,0.0281,0.0454,0.0225,0.0765,0.2469,0.303,0.3265,0.3333,0.1601,0.0649,0.0323,0.0514,0.026,0.0803,0.2349,0.2853,0.2994,0.309,0.1491,0.0627,0.0187,0.0454,0.0434,0.0862,0.178,0.211,0.2488,0.2329,0.1475,0.0731,0.0171,0.0317,0.0371,0.0692,0.135,0.1536,0.177,0.1815,0.1276,0.0682,AU,1.0,0.0,2021,100.0,100.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,7,34,191242,11.931092544491928,0.032,0.0549,0.0637,0.124,0.225,0.2458,0.2403,0.2746,0.1066,0.0651,0.0192,0.0358,0.0349,0.0837,0.163,0.1815,0.1864,0.2092,0.1492,0.0826,0.0268,0.0594,0.0243,0.0978,0.3115,0.3732,0.3612,0.3943,0.1658,0.07,0.1609,0.1422,0.0966,0.1338,0.287,0.3458,0.3362,0.3586,0.1711,0.0724,0.0261,0.0433,0.0213,0.0741,0.2394,0.2931,0.2743,0.3118,0.1527,0.0629,0.0325,0.049,0.0263,0.0771,0.2222,0.2642,0.2512,0.2939,0.1413,0.0592,0.014,0.0316,0.0276,0.0776,0.1673,0.187,0.1864,0.2089,0.1332,0.0674,0.013,0.0271,0.0294,0.0659,0.1293,0.1482,0.1631,0.1715,0.1185,0.0637,A,0.0,0.0,2021,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,7,35,191242,32.38034603369421,0.0247,0.0525,0.0491,0.1212,0.2277,0.2512,0.2574,0.2794,0.1058,0.0632,0.0211,0.0392,0.0346,0.0855,0.1702,0.1891,0.2121,0.2154,0.1471,0.0798,0.0286,0.0627,0.0259,0.098,0.3083,0.368,0.3606,0.3899,0.1663,0.0707,0.1614,0.1413,0.0987,0.1348,0.285,0.3418,0.3381,0.3547,0.1707,0.0726,0.0272,0.046,0.0223,0.0743,0.2364,0.2898,0.2923,0.3094,0.1516,0.0635,0.0336,0.0496,0.0265,0.0767,0.2215,0.2585,0.2614,0.2916,0.141,0.0592,0.0155,0.0379,0.0314,0.0759,0.1705,0.1895,0.2115,0.2091,0.1303,0.0656,0.0114,0.0296,0.0273,0.0659,0.1345,0.1524,0.1659,0.1762,0.1166,0.0614,A,0.0,0.0,2021,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8,34,191242,0.0055501185238536095,,,,,,,,,,,0.0238,0.0426,0.0427,0.0892,0.1631,0.1834,0.2079,0.2117,0.1577,0.0892,0.0253,0.0576,0.0224,0.0986,0.3195,0.3841,0.3712,0.4042,0.169,0.0707,0.1601,0.1411,0.0965,0.1344,0.2908,0.3522,0.3455,0.3665,0.1735,0.0732,0.0271,0.0439,0.0214,0.078,0.251,0.307,0.2882,0.3262,0.1561,0.0641,0.0323,0.0484,0.0265,0.0812,0.2339,0.2765,0.2562,0.3075,0.145,0.0605,0.014,0.0333,0.0315,0.0836,0.1718,0.1937,0.1952,0.2172,0.145,0.0756,0.0127,0.0283,0.0274,0.0687,0.1362,0.1567,0.1557,0.1786,0.1263,0.0697,A,0.0,0.0,2021,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,8,35,191242,0.4065171632200258,0.0258,0.0675,0.0684,0.1632,0.2643,0.2874,0.2992,0.3129,0.1133,0.0714,0.022,0.0443,0.0384,0.0903,0.1684,0.1882,0.2325,0.2175,0.1565,0.0871,0.0291,0.0605,0.0261,0.0993,0.3188,0.3805,0.3694,0.4,0.1697,0.0716,0.1624,0.1422,0.0987,0.1355,0.2905,0.3501,0.348,0.3647,0.1739,0.0737,0.0284,0.0467,0.0233,0.0786,0.2495,0.3051,0.3063,0.3264,0.1565,0.065,0.0331,0.0501,0.027,0.0813,0.2348,0.2731,0.2721,0.3079,0.1459,0.0612,0.0182,0.0415,0.0373,0.0831,0.1762,0.199,0.225,0.2195,0.1433,0.0742,0.0135,0.0301,0.0293,0.0692,0.1403,0.1599,0.1663,0.182,0.125,0.0677,A,0.0,0.0,2021,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,31,61,331456,16.489520846478527,0.0243,0.045,0.0547,0.0931,0.1647,0.1921,0.2089,0.22,0.1159,0.0768,0.0245,0.041,0.0423,0.0759,0.1454,0.1672,0.1762,0.1955,0.1682,0.0977,0.0289,0.0581,0.0236,0.0965,0.3426,0.4139,0.4065,0.4335,0.1824,0.0753,0.1651,0.1459,0.1002,0.1369,0.3023,0.3698,0.3632,0.3864,0.1891,0.0797,0.0258,0.043,0.0216,0.0696,0.2552,0.3239,0.3105,0.343,0.1723,0.0711,0.0344,0.0494,0.0267,0.0757,0.2422,0.2873,0.2837,0.32,0.1614,0.0694,0.0121,0.0356,0.0292,0.0856,0.1917,0.208,0.2142,0.2304,0.145,0.0702,0.0143,0.0225,0.0305,0.0596,0.1049,0.1207,0.1275,0.1472,0.1242,0.072,AU,1.0,0.0,2021,100.0,100.0,"I,F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,48,41,240109,1.7192712428087884,,,,,,,,,,,0.038,0.0565,0.0787,0.1094,0.1523,0.1783,0.198,0.2123,0.2563,0.1636,0.0266,0.0572,0.0222,0.0934,0.3597,0.4554,0.4716,0.4771,0.1804,0.0724,0.1677,0.1475,0.1003,0.1361,0.3247,0.4054,0.4147,0.4251,0.1931,0.0785,0.0305,0.0433,0.0218,0.0672,0.2852,0.3662,0.3829,0.3957,0.1826,0.0713,0.0374,0.0526,0.0281,0.0754,0.272,0.3505,0.3561,0.373,0.1731,0.0693,0.016,0.0454,0.0351,0.0981,0.2467,0.2848,0.3281,0.3271,0.1733,0.0765,0.0167,0.0317,0.0606,0.0946,0.1324,0.167,0.2033,0.2288,0.1835,0.0984,AU,1.0,0.0,2021,100.0,100.0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,49,41,240109,26.13379549004658,,,,,,,,,,,0.0336,0.05,0.069,0.1092,0.1488,0.1743,0.1901,0.2088,0.2543,0.1643,0.0271,0.0564,0.0218,0.0919,0.3606,0.4566,0.4641,0.4781,0.182,0.0723,0.1652,0.1468,0.0981,0.1348,0.3221,0.4017,0.4003,0.4223,0.193,0.0785,0.0273,0.0408,0.0208,0.0662,0.2793,0.3587,0.3521,0.3869,0.1803,0.0704,0.0348,0.0489,0.0261,0.0743,0.2651,0.3388,0.3211,0.3669,0.1702,0.0683,0.0128,0.0338,0.0274,0.0945,0.2379,0.2803,0.2728,0.3173,0.1697,0.0748,0.0148,0.0281,0.0484,0.0942,0.1328,0.1662,0.1706,0.2252,0.1811,0.0978,AU,1.0,0.0,2021,100.0,100.0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
