OBJECTID,StemTag,quadrat,subquadrat,sp,lx,ly,previous_dbh,status_2023,notes_2023,fad_2023,wound_2023,rot_2023,canker_2023,tag,UTMX,UTMY,status_2024,wound_2024,rot_2024,canker_2024,crown_living,crown_intact,crown_position,fad_2024,fad_choices,liana_load,lean_angle,dead_resprout,crown_check,lean_direction,comment_mortality_2024,mort_census,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
16369,241842,2424,21,fagugr,9.71,6.59,31.4,AU,NA,"K,F,DF",NA,NA,3,241842,732071.70599,4713690.586,DS,1,1,1,0,55,3,"W,R,K,F,DF",DF,NA,NA,NA,NA,NA,NA,finished,fcf349bd-bc6a-4839-82f4-6761e733f806,2024-07-03T17:50:17Z,shuej21,2024-07-22T12:48:12Z,dcayetano_ufl,-72.1738432546394,42.5407611844265
16395,250010,2501,11,fagugr,9.94,3.09,10.3,A,Looks healthy. No signs of BBD yet,NA,NA,NA,NA,250010,732081.944,4713227.09459,AU,NA,NA,NA,87,92,1,"LF,DF",DF,NA,NA,NA,NA,NA,Leaf disease,finished,cc7df1e9-f578-467c-8f25-c3c04aeee077,2024-07-03T17:50:17Z,shuej21,2024-07-22T12:37:25Z,ccavender_ufl,-72.173906882311,42.5365890778045
16403,250038,2501,22,fagugr,2.47,6.1,15.6,A,NA,NA,NA,NA,NA,250038,732084.47101,4713240.0969,AU,NA,NA,NA,82,97,2,"DF,LF",LF,NA,NA,NA,NA,NA,Leaf disease,finished,bf237af4-c4ed-4641-beeb-a4b52532124b,2024-07-03T17:50:17Z,shuej21,2024-07-22T12:56:38Z,ccavender_ufl,-72.1738708688512,42.5367052730845
16411,250073,2502,11,fagugr,1.08,5.55,18.8,AU,NA,"K,F,DF",NA,NA,3,250073,732073.082,4713249.5458,DS,3,NA,1,0,1,1,"B,W,K",K,NA,NA,NA,NA,NA,So dead,finished,dbb829e6-456a-4819-a883-8d9597ef5564,2024-07-03T17:50:17Z,shuej21,2024-07-22T13:10:44Z,ccavender_ufl,-72.1740055550584,42.5367936834998
16445,250283,2503,22,fagugr,8.88,5.04,12.7,AU,BBD,"K,F",NA,NA,3,250283,732090.88199,4713279.035,AU,NA,NA,1,92,99,1,"I,LF,K",K,NA,NA,NA,NA,NA,BBD,finished,8815afd5-9930-450c-b15f-0104d8927003,2024-07-03T17:50:17Z,shuej21,2024-07-22T13:49:56Z,ccavender_ufl,-72.1737770874305,42.5370535908755
16450,250296,2503,21,fagugr,9.6,3.19,26.3,A,NA,NA,NA,NA,NA,250296,732091.59698,4713267.1881,AU,NA,NA,NA,98,98,1,LF,LF,NA,NA,NA,NA,NA,Leaf disease,finished,cfcd8ccc-01c2-4bf6-9488-4ba7acce2046,2024-07-03T17:50:17Z,shuej21,2024-07-22T13:45:10Z,ccavender_ufl,-72.1737732004203,42.5369468153092
16451,250300,2503,11,fagugr,6.8,2.03,14.2,A,NA,NA,NA,NA,NA,250300,732078.80499,4713266.0274,AU,NA,NA,1,100,100,1,"I,K",K,NA,NA,NA,NA,NA,BBD,finished,85fdd8b5-4649-4c3e-bb97-64c826f73ad9,2024-07-03T17:50:17Z,shuej21,2024-07-22T13:37:46Z,ccavender_ufl,-72.1739292575481,42.5369402146824
16456,250351,2504,11,fagugr,2.08,0.27,10.6,AU,BBD,"K,DF",NA,NA,3,250351,732074.08099,4713284.2663,AU,NA,NA,1,94,99,1,"I,LF,K",K,NA,NA,NA,NA,NA,BBD,finished,a5af63b5-2311-4b68-96d5-2473148f136e,2024-07-03T17:50:17Z,shuej21,2024-07-22T14:04:25Z,ccavender_ufl,-72.1739793116757,42.5371056888501
16503,250588,2506,22,fagugr,9.38,6.39,13.9,A,NA,NA,NA,NA,NA,250588,732091.38,4713340.394,A,NA,NA,NA,91,94,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,8ee579a4-a209-4c99-9542-33890afcd11a,2024-07-03T17:50:17Z,shuej21,2024-07-22T16:06:20Z,ccavender_ufl,-72.1737461216044,42.5376053560481
16578,250832,2509,12,fagugr,8.24,4.43,13.6,AU,BBD,"K,W,B",2,NA,3,250832,732080.23599,4713398.427,AU,2,NA,3,98,100,1,"K,W,B",B,NA,NA,NA,NA,NA,BBD,finished,e451ad22-8de5-468e-95e6-f56f45b85fbe,2024-07-03T17:50:17Z,shuej21,2024-07-22T16:38:58Z,kdarocha_ufl,-72.1738581073843,42.538130699122
16590,250863,2509,21,fagugr,7.87,7.83,NA,DS,NA,NA,NA,NA,NA,250863,732089.87299,4713391.834,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,654b727e-ee0f-4741-93dd-3ee04d65edd7,2024-07-03T17:50:17Z,shuej21,2024-07-22T16:49:32Z,kdarocha_ufl,-72.1737435694906,42.5380685033321
16667,251308,2519,22,fagugr,5.85,1.21,14.1,AU,BBD,K,NA,NA,2,251308,732087.849,4713595.21399,AU,NA,NA,2,100,100,2,"K,I",I,NA,NA,NA,NA,NA,NA,finished,0c89240a-069c-40fe-bac1-3cdaeb4dae5d,2024-07-03T17:50:17Z,shuej21,2024-07-22T14:14:54Z,jbudoffcorujo_ufl,-72.17368562007,42.5398984818947
16681,251359,2520,12,fagugr,5.04,9.33,NA,DS,NA,NA,NA,NA,NA,251359,732077.039,4713623.32501,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,106dda1d-9f92-4f8b-b85b-bae704af1899,2024-07-03T17:50:17Z,shuej21,2024-07-22T12:55:18Z,jbudoffcorujo_ufl,-72.1738056933824,42.5401545811162
16687,251378,2520,22,fagugr,1.65,5,NA,DS,NA,NA,NA,NA,NA,251378,732083.64999,4713618.996,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,5dca5284-4c36-4000-9f73-5997f8187f93,2024-07-03T17:50:17Z,shuej21,2024-07-22T13:16:45Z,jbudoffcorujo_ufl,-72.1737270386928,42.5401136576001
16692,251391,2520,22,fagugr,8.46,0.05,13,AU,NA,K,NA,NA,2,251391,732090.461,4713614.052,A,NA,NA,NA,100,100,1,NA,NA,NA,NA,NA,NA,NA,Cankers are just healed branches,finished,17431ea5-a1ee-4490-946b-5d3c966dcd5c,2024-07-03T17:50:17Z,shuej21,2024-07-22T13:25:02Z,jbudoffcorujo_ufl,-72.173646201097,42.5400671424703
16703,251421,2520,21,fagugr,8.41,3.68,12.3,AU,NA,"K,DF",NA,NA,2,251421,732090.40701,4713607.681,AU,NA,NA,3,83,85,2,"K,I,B",B,NA,NA,NA,NA,NA,BBD,finished,f9e2a46b-30a0-4261-81cc-3a83a8048880,2024-07-03T17:50:17Z,shuej21,2024-07-22T13:27:09Z,jbudoffcorujo_ufl,-72.1736494440152,42.5400098525046
16709,251439,2521,11,fagugr,5.03,0.8,14.5,AU,BBD,K,NA,NA,2,251439,732077.02899,4713624.79501,AU,NA,NA,2,100,100,2,K,K,NA,NA,NA,NA,NA,NA,finished,409c63e8-3860-498c-9c9b-81294d080e3a,2024-07-03T17:50:17Z,shuej21,2024-07-22T12:53:15Z,jbudoffcorujo_ufl,-72.1738052181736,42.5401678068411
16725,251485,2521,21,fagugr,4.09,3.76,44.1,AU,BBD,"K,DF",NA,NA,2,251485,732086.091,4713627.76401,AU,3,2,3,92,98,3,"W,R,K,I",I,NA,NA,NA,NA,NA,BBD,finished,760b1261-bbac-468e-9a89-f46eef4e2af6,2024-07-03T17:50:17Z,shuej21,2024-07-22T12:57:35Z,jbudoffcorujo_ufl,-72.1736937875525,42.5401917914498
16848,260029,2601,12,fagugr,9.93,7.38,11.6,AU,Bbd,K,NA,NA,NA,260029,732101.927,4713241.3786,AU,1,NA,3,96,98,1,"K,LF,W",W,NA,NA,NA,NA,NA,NA,finished,ee3298de-37c9-4dce-9c00-f54fc2d9f173,2024-07-03T17:50:17Z,shuej21,2024-07-22T12:53:37Z,j.bouchard_ufl,-72.1736580364009,42.5367115613106
16850,260048,2601,22,fagugr,0.79,6.44,12.5,AU,Bbd,K,NA,NA,2,260048,732102.79001,4713240.4434,AU,NA,NA,2,95,97,1,"LF,K",K,NA,NA,NA,NA,NA,BBD and BLD. BBL.,finished,25839037-5249-4595-b64e-26eaee5af1bc,2024-07-03T17:50:17Z,shuej21,2024-07-22T12:52:09Z,j.bouchard_ufl,-72.1736479195741,42.5367028901776
16874,260091,2602,11,fagugr,6.7,8.1,11.3,AU,Bbd,K,NA,NA,2,260091,732098.69901,4713252.1034,AU,NA,NA,3,94,96,1,"K,LF",LF,NA,NA,NA,NA,NA,BBD and BLD.,finished,d2d1fc28-0fde-4fec-bcc2-4a595b9cd747,2024-07-03T17:50:17Z,shuej21,2024-07-22T13:09:07Z,j.bouchard_ufl,-72.1736929440345,42.5368089982862
16882,260138,2602,22,fagugr,6.93,8.67,10,AU,Bbd,K,NA,NA,1,260138,732108.92999,4713262.6691,AU,NA,NA,1,93,97,1,"K,LF",LF,NA,NA,NA,NA,NA,BBD AND BLD,finished,79997887-1849-43c2-ad98-c19798ab276a,2024-07-03T17:50:17Z,shuej21,2024-07-22T13:26:23Z,j.bouchard_ufl,-72.1735642172509,42.5369009637083
16888,260152,2602,21,fagugr,3.23,6.66,15.1,AU,Bbd,F,NA,NA,NA,260152,732105.22601,4713250.6605,AU,NA,NA,2,95,97,2,K,K,NA,NA,NA,NA,NA,BBD,finished,0a67d3a3-3c52-4100-ab55-f4eec67b53d5,2024-07-03T17:50:17Z,shuej21,2024-07-22T13:03:52Z,j.bouchard_ufl,-72.1736141429194,42.5367940601309
16927,260333,2604,22,fagugr,9.53,5,10.3,AU,BBD,F,NA,NA,NA,260333,732111.53003,4713299.0022,AU,NA,NA,1,94,97,1,"LF,I,K",K,NA,NA,NA,NA,NA,BBD and BLD,finished,3f4a0d07-2492-4fee-8dcb-1a441700f70d,2024-07-03T17:50:17Z,shuej21,2024-07-22T14:28:37Z,j.bouchard_ufl,-72.173517843521,42.5372269937996
16936,260360,2604,21,fagugr,5.83,2.23,11.5,AU,Bbd,K,NA,NA,1,260360,732107.82501,4713286.2276,AU,NA,NA,1,96,99,1,"LF,K,I",I,NA,NA,NA,NA,NA,BBD and BLD,finished,bf883956-d3d9-4b8a-a910-b65603c4c9d4,2024-07-03T17:50:17Z,shuej21,2024-07-25T12:51:17Z,j.bouchard_ufl,-72.173568092583,42.5371132002534
16946,260410,2605,22,fagugr,0.2,0.39,12.2,A,NA,NA,NA,NA,NA,260410,732102.202,4713314.3921,AU,NA,NA,NA,93,96,1,LF,LF,NA,NA,NA,NA,NA,BLD,finished,f1a407c9-0c96-48f3-a95b-914c734a3c87,2024-07-03T17:50:17Z,shuej21,2024-07-22T14:14:38Z,j.bouchard_ufl,-72.1736250502636,42.5373682240398
16948,260413,2605,22,fagugr,1.36,3.49,15.3,AU,Bbd,"F,K",NA,NA,2,260413,732103.358,4713317.4925,AU,NA,NA,3,96,99,1,"LF,K",K,NA,NA,NA,NA,NA,BBD and BLD,finished,8cec79ed-5fd3-4ef4-b93b-b2b40e3ded3c,2024-07-03T17:50:17Z,shuej21,2024-07-22T14:16:47Z,j.bouchard_ufl,-72.1736097312931,42.5373957641874
16956,260440,2605,22,fagugr,3.62,0.45,12.6,AU,Bbd,F,NA,NA,NA,260440,732105.62,4713314.4541,AU,NA,NA,NA,89,97,1,"LF,DF",DF,NA,NA,NA,NA,NA,BLD,finished,30042705-49b9-4d25-adc9-e3613e52c8f7,2024-07-03T17:50:17Z,shuej21,2024-07-22T14:15:38Z,j.bouchard_ufl,-72.1735834528761,42.5373677554064
17041,260791,2609,12,fagugr,0.21,8.82,11,DS,NA,NA,NA,NA,NA,260791,732092.20499,4713402.82401,DS,NA,NA,NA,0,24,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,8bfee1a3-f150-466e-8f9c-ae4cab56b2a1,2024-07-03T17:50:17Z,shuej21,2024-07-22T16:08:10Z,j.bouchard_ufl,-72.1737107432535,42.5381666563553
17047,260811,2609,22,fagugr,4.98,8.31,21,AU,Bbd,K,NA,NA,2,260811,732106.98297,4713402.313,AU,NA,NA,2,95,97,1,K,K,NA,NA,NA,NA,NA,BBD,finished,13ae20f4-2fe1-4752-9b39-463d8b73eeb8,2024-07-03T17:50:17Z,shuej21,2024-07-22T16:04:48Z,j.bouchard_ufl,-72.1735312059608,42.5381576233633
17059,260849,2610,11,fagugr,3.58,0.32,11.9,AU,Bbd,K,NA,NA,2,260849,732095.582,4713404.32001,AU,NA,NA,3,98,98,1,K,K,NA,NA,NA,NA,NA,BBD,finished,583eb355-0d1a-4388-a7dd-877001799058,2024-07-03T17:50:17Z,shuej21,2024-07-22T16:09:19Z,j.bouchard_ufl,-72.1736690614243,42.5381790988082
17162,261119,2618,21,fagugr,2.83,7.31,NA,DC,NA,NA,NA,NA,NA,261119,732104.83502,4713571.30701,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,finished,d494a4f5-e751-4ee0-b195-4c02e491dc8c,2024-07-03T17:50:17Z,shuej21,2024-07-22T14:12:38Z,dcayetano_ufl,-72.1734887192412,42.5396783419569
17170,261140,2619,11,fagugr,5.9,9.9,23.1,AU,Bbd,K,NA,NA,NA,261140,732097.897,4713593.89899,DS,3,NA,2,0,67,2,"B,W,K",K,NA,NA,NA,NA,NA,NA,finished,abb4b95f-45a8-4693-9d24-5cc66166c9fe,2024-07-03T17:50:17Z,shuej21,2024-07-22T14:44:55Z,dcayetano_ufl,-72.1735639360782,42.5398836364804
17182,261167,2619,12,fagugr,5.91,2.46,33.1,AU,Bbd,K,NA,NA,1,261167,732097.909,4713596.45801,AU,NA,NA,1,91,97,3,K,K,NA,NA,NA,NA,NA,NA,finished,7108198f-2c01-4303-ad91-dee3cbdf30f1,2024-07-03T17:50:17Z,shuej21,2024-07-22T14:45:56Z,dcayetano_ufl,-72.1735627512004,42.5399066508754
17191,261212,2619,21,fagugr,0.7,8.95,NA,DS,NA,NA,NA,NA,NA,261212,732102.70499,4713592.95401,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,2936dd23-3f2f-44ff-b947-e4f4ebd0e3cd,2024-07-03T17:50:17Z,shuej21,2024-07-28T00:34:55Z,johnson.daniel_ufl,-72.1735058384355,42.5398736929831
17207,261245,2620,11,fagugr,0.2,8.01,NA,DS,BBD but died from stem splitting,"B,W,K",2,NA,NA,261245,732092.203,4713612.013,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,c30ee582-57c0-4feb-9734-3844e3add19b,2024-07-03T17:50:17Z,shuej21,2024-07-22T15:18:30Z,dcayetano_ufl,-72.1736258398828,42.5400482788038
17226,261302,2620,22,fagugr,8.73,1.47,NA,DS,NA,NA,NA,NA,NA,261302,732110.73401,4713615.47198,DS,NA,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,finished,ca91f793-7625-4e4f-8b84-6e8a740f0521,2024-07-03T17:50:17Z,shuej21,2024-07-22T15:29:25Z,dcayetano_ufl,-72.1733990359348,42.5400738281495
17257,261425,2621,21,fagugr,7.12,2.17,27.3,A,NA,NA,NA,NA,NA,261425,732109.11902,4713626.17001,AU,NA,NA,1,94,97,2,K,K,NA,NA,NA,NA,NA,NA,finished,4008356b-41f6-4650-8a54-cb083affd31e,2024-07-03T17:50:17Z,shuej21,2024-07-22T16:04:16Z,dcayetano_ufl,-72.1734143360407,42.5401705397513
17378,261702,2625,11,fagugr,9.44,9.88,11.7,AU,NA,"K,F",NA,NA,NA,261702,732101.44,4713713.87799,AU,NA,NA,2,100,100,1,K,K,NA,NA,NA,NA,NA,NA,finished,86a10e3b-e902-484b-abc4-03818b6c1521,2024-07-03T17:50:17Z,shuej21,2024-07-22T18:57:59Z,dcayetano_ufl,-72.1734721264595,42.5409617648365
17413,270004,2701,11,fagugr,3.27,6.12,12.1,AU,NA,F,NA,NA,NA,270004,732115.26801,4713230.11663,AU,NA,NA,1,84,93,1,"I,K,LF",F,NA,NA,NA,NA,NA,NA,finished,26688b01-0dfb-4d7e-b114-c0f72323780a,2024-07-03T17:50:17Z,shuej21,2024-07-22T12:37:06Z,mageel_ufl,-72.1735003452376,42.5366062559449
17422,270044,2701,12,fagugr,3.57,0.55,10.6,AU,NA,K,NA,NA,2,270044,732115.57397,4713234.5527,AU,NA,NA,1,85,95,2,"I,LF,K",K,NA,NA,NA,NA,NA,NA,finished,bb146133-ce8e-40f6-a65a-2b0292ddebc4,2024-07-03T17:50:17Z,shuej21,2024-07-22T12:38:07Z,mageel_ufl,-72.1734948223952,42.536646066426
17454,270168,2702,21,fagugr,1.55,9.06,18.4,DS,NA,NA,NA,NA,NA,270168,732123.54797,4713253.0641,DS,NA,NA,NA,0,43,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,2bce04e5-d9e4-4f88-a08b-e1a7d1cf47c0,2024-07-03T17:50:17Z,shuej21,2024-07-22T13:01:52Z,mageel_ufl,-72.173390321378207,42.536810179147
17496,270445,2704,21,fagugr,0.44,7.66,10.3,A,NA,NA,NA,NA,NA,270445,732122.43903,4713291.6575,A,NA,NA,NA,97,97,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,12397697-a7b2-4430-98b9-6f0d7e26c0a3,2024-07-03T17:50:17Z,shuej21,2024-07-22T13:46:17Z,mageel_ufl,-72.173388141167,42.5371576537365
17548,270681,2707,11,fagugr,7.44,5.17,12.4,AU,Bbd,K,NA,NA,NA,270681,732119.44299,4713349.168,AU,NA,NA,1,57,60,1,"B,I,K,F",F,NA,NA,NA,NA,NA,BBD too,finished,d3d464b1-ea83-4f36-a75b-031f33e19bc9,2024-07-03T17:50:17Z,shuej21,2024-07-22T14:50:28Z,mageel_ufl,-72.1734012314173,42.5376758513059
17694,271124,2712,11,fagugr,1.04,1.22,NA,AU,BBD,K,NA,NA,3,271124,732113.03497,4713445.224,AU,NA,NA,3,79,90,3,"K,I",I,NA,NA,NA,NA,NA,BBD up and down this tree,finished,1bb92328-32c0-4fa9-acf6-54c91b3b5cb8,2024-07-03T17:50:17Z,shuej21,2024-07-22T17:04:29Z,mageel_ufl,-72.1734401724866,42.5385417835047
17763,271333,2717,22,fagugr,5.66,6.85,NA,DS,NA,NA,NA,NA,NA,271333,732127.66498,4713560.849,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Completely broken and down, tag still standing on a thin piece",finished,251e1b62-4d6a-4bb0-a0b9-84ce490a5998,2024-07-03T17:50:17Z,shuej21,2024-07-22T15:16:56Z,jbudoffcorujo_ufl,-72.1732152774586,42.5395774193225
17766,271345,2717,21,fagugr,2.57,5.35,40.4,AU,NA,R,NA,3,NA,271345,732124.57098,4713549.34601,AU,3,3,3,56,58,3,"R,W,K,I",I,NA,NA,NA,NA,NA,BBD,finished,58629faa-d0f1-42d2-b3f8-6e42021174ae,2024-07-03T17:50:17Z,shuej21,2024-07-22T15:02:50Z,jbudoffcorujo_ufl,-72.1732575818202,42.5394748801915
17779,271389,2718,12,fagugr,2.99,7.44,32.4,AU,NA,"K,R,DF,B,W,F",3,3,3,271389,732114.98602,4713581.44199,AU,3,3,3,25,28,1,"H,R,W,K,I",I,NA,NA,NA,NA,NA,"BBD, rotting everywhere",finished,a0688bad-00ee-49e0-a382-782ea3f87a38,2024-07-03T17:50:17Z,shuej21,2024-07-22T15:44:22Z,jbudoffcorujo_ufl,-72.1733611342163,42.539766456933
17796,271431,2718,21,fagugr,1.14,2.9,41.1,A,NA,NA,NA,NA,NA,271431,732123.13599,4713566.90399,AU,NA,NA,NA,50,98,3,"DF,LF,I",I,NA,NA,NA,NA,NA,"BBD starting, multiple branches wilting or leaves yellowed",finished,f92dc5a5-c266-479b-807a-298ce3b97c7a,2024-07-03T17:50:17Z,shuej21,2024-07-22T15:28:16Z,jbudoffcorujo_ufl,-72.1732679061578,42.5396332429422
17799,271442,2718,21,fagugr,8.23,1.5,NA,DS,NA,NA,NA,NA,NA,271442,732130.23297,4713565.5,DS,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,292036c7-af39-4b65-becf-9efaa8994a13,2024-07-03T17:50:17Z,shuej21,2024-07-22T15:26:14Z,jbudoffcorujo_ufl,-72.1731821538791,42.5396184828484
17844,271653,2720,12,fagugr,1.14,8.98,46.9,DS,NA,"R,F,K,AN",NA,3,3,271653,732113.13599,4713622.98001,AU,3,3,3,12,33,3,"R,W,F,K,B",B,NA,NA,NA,NA,NA,"Some leaves still left, somehow still alive. Many broken branches, stem falling apart",finished,6adb83ff-5bf6-418f-92bc-b5011a81551e,2024-07-03T17:50:17Z,shuej21,2024-07-22T17:05:09Z,jbudoffcorujo_ufl,-72.1733667711447,42.5401406398939
17850,271693,2720,22,fagugr,7.45,6.82,15.6,DS,NA,NA,NA,NA,NA,271693,732129.453,4713620.823,DS,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,25e113a9-9dd9-461b-82af-268ab4c29e8a,2024-07-03T17:50:17Z,shuej21,2024-07-22T16:56:45Z,jbudoffcorujo_ufl,-72.1731691759182,42.5401163382239
17851,271695,2720,22,fagugr,6.99,6.68,13.4,DS,BBD,"K,DF",NA,NA,3,271695,732128.98999,4713620.681,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,2b8e8bcb-4628-48b9-835f-96644352e3ee,2024-07-03T17:50:17Z,shuej21,2024-07-22T16:57:15Z,jbudoffcorujo_ufl,-72.1731748658472,42.540115200448
17854,271741,2720,21,fagugr,0.65,2.34,NA,DS,NA,NA,NA,NA,NA,271741,732122.64899,4713606.34399,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,2bfda4a8-a14e-48c4-85da-ffca235cbd85,2024-07-03T17:50:17Z,shuej21,2024-07-22T16:24:56Z,jbudoffcorujo_ufl,-72.1732578153822,42.5399881453682
17861,271774,2720,21,fagugr,4.51,3.81,21.8,AU,NA,K,NA,NA,1,271774,732126.513,4713607.81,A,NA,NA,NA,100,100,1,NA,NA,NA,NA,NA,NA,NA,No canker,finished,fa2d1f70-54da-4ded-91ff-0d6419c4d1a3,2024-07-03T17:50:17Z,shuej21,2024-07-22T16:41:49Z,jbudoffcorujo_ufl,-72.1732102208418,42.5400001717952
18047,280002,2801,11,fagugr,1.4,4.99,11,A,NA,NA,NA,NA,NA,280002,732133.40302,4713228.98747,AU,1,NA,NA,42,85,2,"LF,B,W,DF",DF,NA,NA,NA,NA,NA,BLD and broken top,finished,6189088d-827e-4efb-8fde-499456a34b74,2024-07-03T17:50:17Z,shuej21,2024-07-22T12:40:31Z,johnson.daniel_ufl,-72.1732802319418,42.5365906551594
18051,280030,2801,12,fagugr,4.82,6.76,17.4,AU,Bbd,"K,B",NA,NA,3,280030,732136.82001,4713240.763,AU,NA,NA,3,45,90,1,"K,LF",LF,NA,NA,NA,NA,NA,BBD and BLD,finished,bab96425-2ba2-49f5-9817-e855a7d8cda3,2024-07-03T17:50:17Z,shuej21,2024-07-22T12:47:10Z,johnson.daniel_ufl,-72.1732338914496,42.5366955475141
18063,280091,2801,21,fagugr,3.18,0.28,19.1,AU,Bbd,"K,B",NA,NA,3,280091,732145.17603,4713224.28262,AU,NA,NA,3,61,91,2,"LF,DF,K",K,NA,NA,NA,NA,NA,BLD and BBD,finished,f675d8fd-a600-4317-bc43-d42a7683a139,2024-07-03T17:50:17Z,shuej21,2024-07-22T12:39:05Z,johnson.daniel_ufl,-72.1731389512021,42.5365447999874
18065,280096,2802,11,fagugr,1.82,3.95,16.8,DS,NA,NA,NA,NA,NA,280096,732133.82202,4713247.9485,DS,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,8db10633-8ccf-4997-b8e4-7ab5e710a3b7,2024-07-03T17:50:17Z,shuej21,2024-07-22T12:49:34Z,johnson.daniel_ufl,-72.1732674381356,42.5367610807382
18131,280434,2805,11,fagugr,2.9,2.39,11.8,A,NA,NA,NA,NA,NA,280434,732134.896,4713306.3872,AU,NA,NA,NA,90,96,2,LF,LF,NA,NA,NA,NA,NA,BLD,finished,9a94887c-9cd0-47df-8631-43c477864e1b,2024-07-03T17:50:17Z,shuej21,2024-07-22T13:52:44Z,johnson.daniel_ufl,-72.1732306476331,42.5372864051002
18180,280672,2807,22,fagugr,0.19,6.43,12.4,AU,Bbd,"K,B,DF",NA,NA,3,280672,732142.18799,4713360.433,AU,NA,NA,3,68,96,3,"K,DF,LF",LF,NA,NA,NA,NA,NA,BLD and BBD,finished,471f88b3-12c1-4867-b658-f0b847d91ed4,2024-07-03T17:50:17Z,shuej21,2024-07-22T14:36:09Z,johnson.daniel_ufl,-72.173120012021,42.5377703485706
18308,281050,2811,11,fagugr,3.69,6.59,42,AU,NA,"W,R",1,1,NA,281050,732135.68597,4713430.58701,AU,1,1,NA,86,99,3,"LF,W,R",R,NA,NA,NA,NA,NA,BLD,finished,787bda46-433e-45d4-8115-fb51c643f088,2024-07-03T17:50:17Z,shuej21,2024-07-22T16:11:40Z,johnson.daniel_ufl,-72.1731706096294,42.5384033246488
18409,281298,2817,12,fagugr,3.64,9.3,19.8,AU,BBD,K,NA,NA,2,281298,732135.64099,4713563.298,AU,NA,NA,2,80,90,2,K,K,NA,NA,NA,NA,NA,BBD,finished,9e6b58fd-4286-4677-b35c-3f12aa3e1157,2024-07-03T17:50:17Z,shuej21,2024-07-22T17:31:19Z,johnson.daniel_ufl,-72.1731172685661,42.5395970522451
18416,281321,2817,12,fagugr,0.68,0.24,30.2,AU,BBD,"K,DF",NA,NA,2,281321,732132.67798,4713554.242,AU,1,2,3,49,58,2,"K,R,W",W,NA,NA,NA,NA,NA,NA,finished,760b17d0-7b05-456e-87f4-69cf39126bad,2024-07-03T17:50:17Z,shuej21,2024-07-22T17:34:29Z,johnson.daniel_ufl,-72.1731569857798,42.539516484548
18417,281323,2817,22,fagugr,1.24,8.03,32,AU,NA,"R,K,F",NA,2,1,281323,732143.23901,4713562.02499,AU,NA,2,1,78,90,3,"K,R,LF",LF,NA,NA,NA,NA,NA,NA,finished,2949c407-05cf-4e14-8df5-2ecb547e05ca,2024-07-03T17:50:17Z,shuej21,2024-07-22T17:44:57Z,johnson.daniel_ufl,-72.1730253691159,42.5395833200549
18429,281383,2818,11,fagugr,9.09,0.94,22.3,AU,BBD,K,NA,NA,3,281383,732141.09198,4713564.94501,AU,NA,NA,3,60,85,3,"K,DF",DF,NA,NA,NA,NA,NA,BBD,finished,ac8fec2f-be2e-4b08-b252-192523a8d7cf,2024-07-03T17:50:17Z,shuej21,2024-07-22T17:35:00Z,kdarocha_ufl,-72.1730502973651,42.5396102297702
18434,281411,2818,12,fagugr,5,4.89,32.8,AU,NA,"B,K",NA,NA,3,281411,732137.00201,4713578.89401,AU,2,2,1,0,0,1,"W,R,K,B",B,NA,NA,NA,NA,NA,"Broken top, resprouting above dbh but still no crown",finished,a3830a4e-99f8-488a-8e97-d42c40bbebb2,2024-07-03T17:50:17Z,shuej21,2024-07-22T17:50:41Z,kdarocha_ufl,-72.1730943812893,42.5397369268766
18456,281512,2819,12,fagugr,5.65,0.67,NA,DS,NA,NA,NA,NA,NA,281512,732137.65399,4713594.668,DS,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,105c14b8-4ef0-4690-a348-857e3df9fd48,2024-07-03T17:50:17Z,shuej21,2024-07-22T17:46:53Z,ccavender_ufl,-72.1730800450757,42.5398786160834
